bananaCollected01,bananaCollected02,bananaCollected03,bananaCollected04,bananaCollected05,bananaCollected06,bananaCollected07,bananaCollected08,bananaCollected09,goalReached,playerCrouching,playerSafeFromCamera,playerSafeFromRobot,banana02SafeFromCamera
1,-0.7138785,-0.9999173,-1,-1,-0.8478042,-0.9851487,-0.999997,-1,-1,-1,1,1,-1
1,-0.7138785,-0.9999173,-1,-1,-0.8478042,-0.9851487,-0.999997,-1,-1,-1,1,1,-1
1,-0.7138785,-0.9999173,-1,-1,-0.8478042,-0.9851487,-0.999997,-1,-1,-1,1,1,-1
1,-0.7138785,-0.9999173,-1,-1,-0.8478042,-0.9851487,-0.999997,-1,-1,-1,1,1,-1
1,-0.6824207,-0.9984869,-0.9999869,-1,-0.8577405,-0.9882021,-0.999865,-1,-1,-1,1,1,-1
1,-0.6077642,-0.9891547,-0.9959915,-1,-0.8698493,-0.9913189,-0.9981068,-1,-1,-1,1,1,-1
1,-0.521622,-0.9698715,-0.9840248,-1,-0.8859613,-0.9946514,-0.9944195,-1,-1,-1,1,1,-1
1,-0.424135,-0.9405202,-0.9613585,-1,-0.8912683,-0.9950113,-0.985201,-1,-1,-1,1,1,1
1,-0.3397966,-0.903189,-0.9367949,-0.9987889,-0.920339,-0.9991798,-0.9826474,-1,-0.997789,-1,1,1,1
1,-0.2742651,-0.8573664,-0.9068113,-0.9945105,-0.9446812,-1,-0.9802512,-1,-0.9860827,-1,1,1,1
1,1,-0.8024875,-0.8590303,-0.980427,-0.949415,-1,-0.9651685,-1,-0.9633774,-1,1,1,1
1,1,-0.7576213,-0.8220084,-0.967548,-0.9579787,-1,-0.9567581,-1,-0.9405378,-1,1,1,1
1,1,-0.6985989,-0.777949,-0.9521474,-0.9712905,-1,-0.9519053,-0.9999992,-0.9066489,-1,-1,1,1
1,1,-0.617291,-0.7140033,-0.9268779,-0.983272,-1,-0.9438125,-0.998196,-0.8536869,-1,-1,1,1
1,1,-0.5401478,-0.6327488,-0.8866012,-0.9878857,-1,-0.9238104,-0.9894667,-0.7949765,-1,-1,1,1
1,1,-0.4602997,-0.5468194,-0.8433511,-0.9938315,-1,-0.9093133,-0.9763163,-0.7260525,-1,-1,1,1
1,1,-0.3661054,-0.4655946,-0.8074601,-0.9993841,-1,-0.9103597,-0.9653116,-0.6370163,-1,1,1,1
1,1,-0.3005804,-0.3855,-0.767269,-1,-1,-0.9091111,-0.9507684,-0.5460764,-1,1,1,1
1,1,-0.3253252,-0.2894987,-0.7029386,-1,-1,-0.8887615,-0.9207617,-0.4902746,-1,1,1,1
1,1,-0.389291,-0.2123141,-0.6329318,-1,-1,-0.8696092,-0.8843058,-0.4535353,-1,1,1,1
1,1,-0.3912624,1,-0.6284251,-1,-1,-0.8834324,-0.8837095,-0.4003259,-1,1,1,1
1,1,-0.3027319,1,-0.7022083,-1,-1,-0.9218191,-0.9246641,-0.3389616,-1,1,1,1
1,1,-0.2207581,1,-0.7737881,-1,-1,-0.9521244,-0.9588329,-0.3269167,-1,1,1,1
1,1,1,1,-0.7879394,-1,-1,-0.9577979,-0.9648377,-0.3291476,-1,1,1,1
1,1,1,1,-0.7860751,-1,-1,-0.9575337,-0.9640951,-0.3246776,-1,1,1,1
1,1,1,1,-0.7620212,-1,-1,-0.9578601,-0.954058,-0.2367017,-1,1,1,1
1,1,1,1,-0.7492748,-1,-1,-0.9653299,-0.9474956,-0.1160372,-1,1,1,1
1,1,1,1,-0.7478079,-1,-1,-0.9693847,-0.9459239,-0.06668147,-1,1,1,1
1,1,1,1,-0.747768,-1,-1,-0.9698083,-0.9457939,-0.06200156,-1,1,1,1
