bananaCollected01,bananaCollected02,bananaCollected03,bananaCollected04,bananaCollected05,bananaCollected06,bananaCollected07,bananaCollected08,bananaCollected09,goalReached,playerCrouching,playerSafeFromCamera,playerSafeFromRobot,banana02SafeFromCamera
-0.7172329,-0.9603518,-1,-1,-1,-0.6981077,-0.8879641,-1,-1,-1,-1,1,1,1
-0.7143686,-0.9592616,-1,-1,-1,-0.6968476,-0.887701,-1,-1,-1,-1,1,1,1
-0.6675884,-0.9403288,-1,-1,-1,-0.6824042,-0.8867639,-1,-1,-1,-1,1,1,1
-0.5921773,-0.9068174,-1,-1,-1,-0.7011482,-0.9076217,-1,-1,-1,-1,1,1,1
-0.4987978,-0.8588094,-1,-1,-1,-0.7026681,-0.9157373,-0.9996353,-1,-1,-1,1,1,1
-0.3971339,-0.799993,-1,-1,-1,-0.6990499,-0.9183802,-0.9955567,-1,-1,-1,1,1,1
-0.3028596,-0.7392734,-1,-1,-1,-0.7380553,-0.9398683,-0.9935659,-1,-1,-1,1,1,1
-0.2263574,-0.6736087,-0.9977745,-0.9986996,-1,-0.7798066,-0.9593304,-0.9920569,-1,-1,-1,1,1,1
1,-0.5895602,-0.9861481,-0.9897644,-1,-0.8016171,-0.967701,-0.9848332,-1,-1,-1,1,1,1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,-1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,-1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,-1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,-1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,-1
1,-0.5707512,-0.9824591,-0.9869679,-1,-0.8084677,-0.9701981,-0.983564,-1,-1,-1,1,1,-1
1,-0.5856163,-0.9856536,-0.9918219,-1,-0.8389331,-0.9818068,-0.9923075,-1,-1,-1,1,1,-1
1,-0.5526581,-0.977582,-0.9893104,-1,-0.8834234,-0.9942921,-0.9963537,-1,-1,-1,1,1,-1
1,-0.4652109,-0.9522942,-0.9728971,-1,-0.902025,-0.99738,-0.9924018,-1,-1,-1,1,1,-1
1,-0.363533,-0.9156889,-0.9444668,-0.9993994,-0.9098943,-0.9979843,-0.9826387,-1,-0.9993685,-1,1,1,1
1,-0.2716441,-0.869938,-0.9095067,-0.9936585,-0.9267293,-0.9994753,-0.9739145,-1,-0.989806,-1,1,1,1
1,1,-0.8296221,-0.8788615,-0.9859704,-0.9403562,-0.9999934,-0.9678415,-1,-0.9752707,1,1,1,1
1,1,-0.8102242,-0.8646377,-0.9820296,-0.9469023,-1,-0.9658521,-1,-0.966914,1,1,1,1
1,1,-0.7947832,-0.8520797,-0.977959,-0.9501787,-1,-0.9629588,-1,-0.9596512,1,1,1,1
1,1,-0.7805036,-0.8393925,-0.9733368,-0.9520168,-1,-0.9592154,-1,-0.9524764,1,1,1,1
1,1,-0.7728773,-0.8335555,-0.9714078,-0.9540277,-1,-0.9583285,-1,-0.9485804,1,1,1,1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,1,1,1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,1,1,1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,1,1,1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,1,1,1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,1,1,1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,1,1,1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,1,1,1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,-1,1,1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,-1,1,-1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,-1,1,-1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,-1,1,-1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,-1,1,-1
1,1,-0.772466,-0.8332436,-0.9713048,-0.9541371,-1,-0.9582845,-1,-0.948368,1,-1,1,-1
1,1,-0.7719709,-0.8329661,-0.9712449,-0.9543678,-1,-0.9583398,-1,-0.9481198,1,-1,1,-1
1,1,-0.7607773,-0.8262795,-0.9695963,-0.9589336,-1,-0.9590894,-1,-0.9423791,1,-1,1,-1
1,1,-0.7441827,-0.8158345,-0.9667249,-0.9645292,-1,-0.9595263,-1,-0.9335035,1,1,1,-1
1,1,-0.7180662,-0.7996374,-0.9621806,-0.9721799,-1,-0.9602596,-1,-0.9188365,-1,1,1,-1
1,1,-0.6489599,-0.7482361,-0.9434336,-0.9828913,-1,-0.9544967,-0.9998652,-0.8758608,-1,1,1,1
1,1,-0.5663797,-0.6748673,-0.9109249,-0.9891603,-1,-0.9404212,-0.9958275,-0.8176524,-1,1,1,1
1,1,-0.4797817,-0.5936785,-0.8725029,-0.9946864,-1,-0.9273755,-0.9867039,-0.7490488,-1,1,1,1
1,1,-0.3837844,-0.5285172,-0.8462738,-0.9995962,-1,-0.9304194,-0.9803602,-0.6682559,-1,1,1,1
1,1,-0.2922018,-0.5170302,-0.8505198,-1,-1,-0.9517832,-0.9844077,-0.5892537,-1,1,1,1
1,1,-0.2238186,-0.5240953,-0.8583426,-1,-1,-0.9696023,-0.9884358,-0.505608,-1,1,1,1
1,1,1,-0.4610203,-0.8214498,-1,-1,-0.9577621,-0.9766598,-0.4515183,-1,1,1,1
1,1,1,-0.3836991,-0.772628,-1,-1,-0.9368641,-0.9568803,-0.4277726,-1,1,1,1
1,1,1,-0.2891458,-0.7041713,-1,-1,-0.9087389,-0.9242666,-0.4096538,-1,1,1,1
1,1,1,-0.2107833,-0.6248133,-1,-1,-0.8756488,-0.880927,-0.4240716,-1,1,1,1
1,1,1,1,-0.6050889,-1,-1,-0.8678811,-0.8694352,-0.4306222,-1,1,1,1
1,1,1,1,-0.5900851,-1,-1,-0.880043,-0.8619301,-0.3807257,-1,1,1,1
1,1,1,1,-0.5605324,-1,-1,-0.8896744,-0.8424103,-0.3503508,-1,1,1,1
1,1,1,1,-0.475314,-1,-1,-0.8595847,-0.7833908,-0.4448287,-1,1,1,1
1,1,1,1,-0.411844,-1,-1,-0.8407732,-0.7301883,-0.5204717,-1,1,1,1
1,1,1,1,-0.4019881,-1,-1,-0.8389447,-0.7196418,-0.5347344,-1,1,1,1
1,1,1,1,-0.4011128,-1,-1,-0.8387856,-0.7186556,-0.5360743,-1,1,1,1
