bananaCollected01,bananaCollected02,bananaCollected03,bananaCollected04,bananaCollected05,bananaCollected06,bananaCollected07,bananaCollected08,bananaCollected09,goalReached,playerCrouching,playerSafeFromCamera,playerSafeFromRobot,banana02SafeFromCamera
-0.6582422,-0.9357945,-1,-1,-1,-0.6668112,-0.8784815,-1,-1,-1,-1,1,1,1
-0.6192391,-0.9176729,-1,-1,-1,-0.6510248,-0.8746442,-0.9999511,-1,-1,-1,1,1,1
-0.5762773,-0.8965886,-1,-1,-1,-0.643908,-0.8758715,-0.9991279,-1,-1,-1,1,1,1
-0.5339714,-0.8754243,-1,-1,-1,-0.6528851,-0.8854035,-0.9983317,-1,-1,-1,1,1,1
-0.4903121,-0.8524922,-1,-1,-1,-0.6644466,-0.895306,-0.9973724,-1,-1,-1,1,1,1
-0.4450434,-0.8274894,-1,-1,-1,-0.6773028,-0.9049348,-0.9961897,-1,-1,-1,1,1,1
-0.3963215,-0.7989784,-1,-1,-1,-0.6893355,-0.9133062,-0.9944118,-1,-1,-1,1,1,-1
-0.3464329,-0.7680913,-1,-1,-1,-0.7025398,-0.9214693,-0.9922796,-1,-1,-1,1,1,-1
-0.2968638,-0.7353118,-1,-1,-1,-0.717557,-0.9297982,-0.9900025,-1,-1,-1,1,1,-1
-0.2490326,-0.7005502,-0.999273,-0.9991769,-1,-0.7322488,-0.9372872,-0.9872852,-1,-1,-1,1,1,-1
-0.2051997,-0.6634671,-0.9963991,-0.9965165,-1,-0.7445505,-0.9430397,-0.9835348,-1,-1,-1,1,1,-1
1,-0.6242853,-0.9912745,-0.9918664,-1,-0.7563199,-0.9480656,-0.9789583,-1,-1,-1,1,1,-1
1,-0.5776688,-0.9831737,-0.985458,-1,-0.7809146,-0.9584832,-0.976697,-1,-1,-1,1,1,-1
1,-0.5694152,-0.9821883,-0.9867848,-1,-0.8092219,-0.9704809,-0.9835467,-1,-1,-1,1,1,-1
1,-0.5652043,-0.9815052,-0.9889209,-1,-0.8435827,-0.9831625,-0.9909651,-1,-1,-1,1,1,1
1,-0.5192684,-0.9697791,-0.9830402,-1,-0.8778117,-0.9927368,-0.9927962,-1,-1,-1,1,1,1
1,-0.4415492,-0.9441301,-0.9672537,-1,-0.9062585,-0.9979124,-0.9910084,-1,-1,-1,1,1,1
1,-0.3628122,-0.9082001,-0.9444061,-0.9997883,-0.930984,-0.999944,-0.9885044,-1,-0.9986134,-1,1,1,1
1,-0.2851987,-0.8603464,-0.9107919,-0.9956255,-0.9473979,-1,-0.9826642,-1,-0.9871417,-1,1,1,1
1,1,-0.8038868,-0.8655967,-0.9839129,-0.9560354,-1,-0.9714375,-1,-0.9643646,-1,1,1,1
1,1,-0.7822839,-0.8449816,-0.9764491,-0.9561373,-1,-0.964099,-1,-0.953684,-1,1,1,1
1,1,-0.7801012,-0.8393845,-0.9734296,-0.9524464,-1,-0.9595048,-1,-0.9522967,-1,1,1,1
1,1,-0.7801012,-0.8393845,-0.9734296,-0.9524464,-1,-0.9595048,-1,-0.9522967,-1,1,1,1
1,1,-0.7740097,-0.8350104,-0.9720793,-0.9543363,-1,-0.9591097,-1,-0.9492112,-1,1,1,1
1,1,-0.7165734,-0.7923691,-0.9576575,-0.9683099,-1,-0.9542752,-1,-0.9174888,-1,-1,1,1
1,1,-0.6446801,-0.7305219,-0.9319715,-0.9776369,-1,-0.942008,-0.9986145,-0.871684,-1,-1,1,1
1,1,-0.5628961,-0.6546533,-0.8970608,-0.9858369,-1,-0.9275135,-0.9920797,-0.812684,-1,-1,1,1
1,1,-0.4773997,-0.5736102,-0.8586518,-0.9932566,-1,-0.9166326,-0.981694,-0.7434775,-1,-1,1,1
1,1,-0.3871959,-0.4892357,-0.8192237,-0.9986951,-1,-0.9119892,-0.9694156,-0.6602046,-1,1,1,1
1,1,-0.3304422,-0.4027832,-0.7731354,-0.9999942,-1,-0.9028535,-0.951906,-0.5825554,-1,1,1,1
1,1,-0.4036679,-0.3360171,-0.7099529,-0.9983684,-1,-0.8559113,-0.9175043,-0.6035296,-1,1,1,1
1,1,-0.4258952,-0.2505571,-0.6440609,-0.9996908,-1,-0.8366783,-0.8835905,-0.5615467,-1,1,1,1
1,1,-0.4194056,1,-0.6120663,-1,-1,-0.8519108,-0.8707615,-0.4855541,-1,1,1,1
1,1,-0.3831615,1,-0.6357622,-1,-1,-0.8891018,-0.8881621,-0.3871742,-1,1,1,1
1,1,-0.3096564,1,-0.7044722,-1,-1,-0.9286371,-0.9261796,-0.3039969,-1,1,1,1
1,1,-0.2312706,1,-0.7753045,-1,-1,-0.956502,-0.9597143,-0.2953196,-1,1,1,1
1,1,1,1,-0.8027284,-1,-1,-0.9654194,-0.9709067,-0.3157326,-1,1,1,1
1,1,1,1,-0.8027284,-1,-1,-0.9654194,-0.9709067,-0.3157326,-1,1,1,1
1,1,1,1,-0.7896182,-1,-1,-0.9615213,-0.965714,-0.3018647,-1,1,1,1
1,1,1,1,-0.755434,-1,-1,-0.9576497,-0.9510668,-0.216673,-1,1,1,1
1,1,1,1,-0.7631266,-1,-1,-0.9714077,-0.9536136,-0.08626163,-1,1,1,-1
1,1,1,1,-0.7697034,-1,-1,-0.9756508,-0.9561085,-0.05013481,-1,1,1,-1
1,1,1,1,-0.7703863,-1,-1,-0.9760602,-0.9563633,-0.04652242,-1,1,1,-1
