bananaCollected01,bananaCollected02,bananaCollected03,bananaCollected04,bananaCollected05,bananaCollected06,bananaCollected07,bananaCollected08,bananaCollected09,goalReached,playerCrouching,playerSafeFromCamera,playerSafeFromRobot,banana02SafeFromCamera
-0.7172329,-0.9603518,-1,-1,-1,-0.6981077,-0.8879641,-1,-1,-1,-1,1,1,1
-0.7024012,-0.9544995,-1,-1,-1,-0.6882079,-0.8843628,-1,-1,-1,-1,1,1,1
-0.6324444,-0.9242699,-1,-1,-1,-0.6626887,-0.879897,-1,-1,-1,-1,1,1,1
-0.5448181,-0.8807896,-1,-1,-1,-0.6479041,-0.8815315,-0.9984106,-1,-1,-1,1,1,1
-0.4468986,-0.8269572,-1,-1,-1,-0.6571661,-0.8938453,-0.994121,-1,-1,-1,1,1,1
-0.3674283,-0.7819864,-1,-1,-1,-0.7155521,-0.92768,-0.9954565,-1,-1,-1,1,1,1
-0.29315,-0.7288221,-1,-1,-1,-0.765626,-0.9529063,-0.995847,-1,-1,-1,1,1,1
-0.1988163,-0.6512435,-0.9954336,-0.9966143,-1,-0.7745795,-0.9568765,-0.9881492,-1,-1,-1,1,1,1
1,-0.5776328,-0.983218,-0.9856177,-1,-0.7823785,-0.9591444,-0.9771627,-1,-1,-1,1,1,1
1,-0.5776249,-0.9832172,-0.9856189,-1,-0.7824038,-0.9591556,-0.9771692,-1,-1,-1,1,1,1
1,-0.5776249,-0.9832172,-0.9856189,-1,-0.7824038,-0.9591556,-0.9771692,-1,-1,-1,1,1,1
1,-0.5776249,-0.9832172,-0.9856189,-1,-0.7824038,-0.9591556,-0.9771692,-1,-1,-1,1,1,1
1,-0.578898,-0.9835413,-0.9860529,-1,-0.7839129,-0.9598632,-0.9779121,-1,-1,-1,1,1,1
1,-0.6076284,-0.9894553,-0.9927365,-1,-0.8031108,-0.9685764,-0.9878953,-1,-1,-1,1,1,1
1,-0.6144208,-0.9906318,-0.9939538,-1,-0.8075498,-0.9704505,-0.989734,-1,-1,-1,1,1,1
1,-0.6148874,-0.9907098,-0.9940329,-1,-0.8078535,-0.9705769,-0.9898539,-1,-1,-1,1,1,1
1,-0.6148874,-0.9907098,-0.9940329,-1,-0.8078535,-0.9705769,-0.9898539,-1,-1,-1,1,1,-1
1,-0.6148874,-0.9907098,-0.9940329,-1,-0.8078535,-0.9705769,-0.9898539,-1,-1,-1,1,1,-1
1,-0.6148874,-0.9907098,-0.9940329,-1,-0.8078535,-0.9705769,-0.9898539,-1,-1,-1,1,1,-1
1,-0.6148874,-0.9907098,-0.9940329,-1,-0.8078535,-0.9705769,-0.9898539,-1,-1,-1,1,1,-1
1,-0.6148874,-0.9907098,-0.9940329,-1,-0.8078535,-0.9705769,-0.9898539,-1,-1,-1,1,1,-1
1,-0.6142107,-0.9906432,-0.9942417,-1,-0.8131029,-0.9726385,-0.9907823,-1,-1,-1,1,1,-1
1,-0.5867568,-0.9856974,-0.992877,-1,-0.8549124,-0.9869734,-0.9949898,-1,-1,-1,1,1,-1
1,-0.5223345,-0.9711761,-0.9825267,-1,-0.863295,-0.98886,-0.9902076,-1,-1,-1,1,1,-1
1,-0.4257874,-0.9424791,-0.9594323,-0.9999491,-0.8728137,-0.9903803,-0.9795433,-1,-1,-1,1,1,-1
1,-0.3232626,-0.90273,-0.9266341,-0.9953953,-0.8901822,-0.9935368,-0.9674558,-1,-0.9973966,-1,1,1,1
1,-0.2563252,-0.8623378,-0.9023045,-0.9916672,-0.9264913,-0.9993815,-0.9707974,-1,-0.9873403,-1,1,1,1
1,1,-0.8251953,-0.8827364,-0.988884,-0.9526104,-1,-0.975542,-1,-0.9738328,1,1,1,1
1,1,-0.808334,-0.8682142,-0.9844666,-0.9540498,-1,-0.9712376,-1,-0.9663639,1,1,1,1
1,1,-0.8022057,-0.8583054,-0.9800551,-0.948846,-1,-0.9645476,-1,-0.9632108,1,1,1,1
1,1,-0.7920025,-0.8481771,-0.9761747,-0.9488409,-1,-0.9605771,-1,-0.9581745,1,1,1,1
1,1,-0.7834206,-0.8415938,-0.9740462,-0.951196,-1,-0.9595251,-1,-0.9539402,1,1,1,1
