bananaCollected01,bananaCollected02,bananaCollected03,bananaCollected04,bananaCollected05,bananaCollected06,bananaCollected07,bananaCollected08,bananaCollected09,goalReached,playerCrouching,playerSafeFromCamera,playerSafeFromRobot,banana02SafeFromCamera
-0.717062,-0.9602838,-1,-1,-1,-0.6979107,-0.8878682,-1,-1,-1,-1,1,1,1
-0.717062,-0.9602838,-1,-1,-1,-0.6979107,-0.8878682,-1,-1,-1,-1,1,1,1
-0.717062,-0.9602838,-1,-1,-1,-0.6979107,-0.8878682,-1,-1,-1,-1,1,1,1
-0.7084393,-0.9569796,-1,-1,-1,-0.694464,-0.8872914,-1,-1,-1,-1,1,1,1
-0.675291,-0.9436102,-1,-1,-1,-0.6849266,-0.8870919,-1,-1,-1,-1,1,1,1
-0.6050747,-0.9121614,-1,-1,-1,-0.675483,-0.8912213,-1,-1,-1,-1,1,1,1
-0.5120916,-0.8651773,-1,-1,-1,-0.6779677,-0.9013261,-0.9989967,-1,-1,-1,1,1,1
-0.4124752,-0.8092606,-1,-1,-1,-0.6979913,-0.9173135,-0.9963443,-1,-1,-1,1,1,1
-0.3192725,-0.7501941,-1,-1,-1,-0.7399603,-0.9406118,-0.9949716,-1,-1,-1,1,1,1
-0.2179714,-0.6739813,-0.9975913,-0.9979887,-1,-0.7554737,-0.9483288,-0.987699,-1,-1,-1,1,1,1
1,-0.5899999,-0.9858893,-0.9884732,-1,-0.7862482,-0.9611355,-0.980785,-1,-1,-1,1,1,1
1,-0.5871454,-0.9859011,-0.9923986,-1,-0.8450065,-0.9838522,-0.9934984,-1,-1,-1,1,1,1
1,-0.5660455,-0.9797683,-0.9918407,-1,-0.896332,-0.9969214,-0.9984578,-1,-1,-1,1,1,1
1,-0.5019932,-0.9596874,-0.9816138,-1,-0.9234927,-0.9998343,-0.9980919,-1,-1,-1,1,1,1
1,-0.4091005,-0.931756,-0.9587269,-1,-0.9129153,-0.9986601,-0.9891601,-1,-1,-1,1,1,1
1,-0.3208002,-0.8962143,-0.929771,-0.9975722,-0.9176783,-0.9987849,-0.9789208,-1,-0.9964734,-1,1,1,1
1,-0.2715174,-0.8526403,-0.9041551,-0.9941284,-0.947509,-1,-0.9805056,-1,-0.9844876,-1,1,1,1
1,-0.2287699,-0.8021052,-0.8655802,-0.9842566,-0.9580904,-1,-0.9726001,-1,-0.9636073,-1,1,1,1
1,1,-0.7947065,-0.8504753,-0.9769773,-0.9483495,-1,-0.9611745,-1,-0.9595001,-1,1,1,1
1,1,-0.7692345,-0.8307008,-0.970432,-0.9548995,-1,-0.9578394,-1,-0.9466828,-1,1,1,-1
1,1,-0.7049955,-0.7832189,-0.954218,-0.9703329,-1,-0.9528643,-1,-0.9105595,-1,1,1,-1
1,1,-0.6239434,-0.7198387,-0.929439,-0.9826372,-1,-0.944885,-0.9985283,-0.85831,-1,1,1,-1
1,1,-0.5351266,-0.6462596,-0.8976408,-0.9913177,-1,-0.9355544,-0.9930754,-0.7938768,-1,1,1,-1
1,1,-0.4441648,-0.5682728,-0.86215,-0.9971257,-1,-0.9278731,-0.9842184,-0.7199994,-1,1,1,-1
1,1,-0.3540948,-0.4824139,-0.8207581,-0.9998505,-1,-0.9210249,-0.9713644,-0.6335648,-1,1,1,-1
1,1,-0.3366615,-0.3841112,-0.7599683,-0.9999736,-1,-0.8958384,-0.9456723,-0.5778407,-1,1,1,-1
1,1,-0.3652945,-0.2833359,-0.6891522,-1,-1,-0.8690794,-0.9110717,-0.5333974,-1,1,1,-1
1,1,-0.4182824,1,-0.6168901,-1,-1,-0.8494913,-0.8728039,-0.4972944,-1,1,1,-1
1,1,-0.3877485,1,-0.6311036,-1,-1,-0.8777447,-0.8844826,-0.4237001,-1,1,1,1
1,1,-0.2986399,1,-0.7026554,-1,-1,-0.9180062,-0.9245625,-0.360534,-1,1,1,1
1,1,-0.2164347,1,-0.7736947,-1,-1,-0.9499052,-0.95863,-0.3439285,-1,1,1,1
1,1,1,1,-0.7867154,-1,-1,-0.9541432,-0.9640906,-0.3549415,-1,1,1,1
1,1,1,1,-0.7710428,-1,-1,-0.949753,-0.9575445,-0.3364525,-1,1,1,1
1,1,1,1,-0.7192543,-1,-1,-0.9369226,-0.9337275,-0.2834916,-1,1,1,1
1,1,1,1,-0.6672792,-1,-1,-0.9289383,-0.9063014,-0.2417622,-1,1,1,1
1,1,1,1,-0.6338645,-1,-1,-0.9274233,-0.8855435,-0.2351199,-1,1,1,1
1,1,1,1,-0.6283747,-1,-1,-0.927325,-0.881758,-0.2378776,-1,1,1,1
